isTrueMatch,isPredictedMatch,matchConfidence,normalizedScore
false,false,0.9718057823348859,0.028194217665114096
false,false,0.9984176579514559,0.0015823420485441275
false,false,0.9854404813796807,0.014559518620319345
false,false,0.9971384198516431,0.0028615801483569125
true,true,0.9459013026311742,0.9459013026311742
false,false,0.9795896922996941,0.02041030770030594
false,false,0.9904128224282446,0.009587177571755423
false,false,0.9976586593489523,0.002341340651047741
false,false,0.988809597620907,0.011190402379092967
false,false,0.9990396631247074,9.603368752926222E-4
false,false,0.9987502906077914,0.0012497093922085867
false,false,0.9859769377603304,0.014023062239669648
false,false,0.902093313941911,0.09790668605808905
false,false,0.9458513081811413,0.05414869181885873
false,false,0.9895210397070358,0.010478960292964246
true,true,0.999601008700038,0.999601008700038
false,false,0.9970420972317511,0.002957902768248921
false,false,0.9897711907943205,0.010228809205679479
false,false,0.988346533479711,0.01165346652028898
false,false,0.9912293851399139,0.008770614860086123
false,false,0.9799573871251545,0.020042612874845545
false,false,0.9537511940181157,0.0462488059818843
false,false,0.9913641866584438,0.008635813341556164
false,false,0.9914391078580649,0.008560892141935117
false,false,0.9884918509356967,0.011508149064303308
false,false,0.9965165758069194,0.0034834241930805643
false,false,0.9918595364470034,0.00814046355299658
false,false,0.9923192533805094,0.007680746619490586
true,true,0.9987863282788386,0.9987863282788386
false,false,0.9878879348271964,0.01211206517280361
false,false,0.9904498423364849,0.00955015766351508
false,false,0.9927038526608398,0.007296147339160175
false,false,0.997752536692442,0.002247463307557984
true,true,0.9994081353996241,0.9994081353996241
true,true,0.9993410598897324,0.9993410598897324
false,false,0.9926256346917623,0.0073743653082376515
false,false,0.9973683260251154,0.0026316739748846185
false,false,0.9742149207835392,0.025785079216460782
false,false,0.9581478679075387,0.0418521320924613
false,false,0.9895916858989274,0.010408314101072569
false,false,0.9876757922748735,0.012324207725126546
false,false,0.9898989244937486,0.010101075506251389
false,false,0.9824062455665415,0.017593754433458453
false,false,0.9976723061886608,0.0023276938113392376
false,false,0.9630224454648543,0.03697755453514573
false,false,0.9838316383887196,0.016168361611280435
false,false,0.9881423268599142,0.01185767314008579
false,false,0.9438154617414621,0.056184538258537864
true,true,0.9994986257601322,0.9994986257601322
false,false,0.9593451514151858,0.04065484858481416
true,true,0.9865717452580314,0.9865717452580314
false,false,0.9987081542972308,0.0012918457027691899
false,false,0.9899767437869382,0.01002325621306177
false,false,0.9612438064128052,0.03875619358719484
false,false,0.990216123982345,0.009783876017654958
true,true,0.9996324204397016,0.9996324204397016
false,false,0.9868407378838978,0.013159262116102188
false,false,0.9880157976440955,0.011984202355904472
true,true,0.999243118641679,0.999243118641679
true,true,0.9995243681227348,0.9995243681227348
false,false,0.9987768209769268,0.0012231790230732287
false,false,0.9909447358132779,0.00905526418672209
false,false,0.9260366251748192,0.07396337482518078
false,false,0.9991152292953747,8.847707046253372E-4
false,false,0.988335280395993,0.011664719604006946
false,false,0.9915707134172578,0.008429286582742224
false,false,0.9987429558289226,0.001257044171077415
false,false,0.9963853556788423,0.003614644321157656
false,false,0.9934102283369193,0.0065897716630807235
false,false,0.991554373058874,0.00844562694112605
false,false,0.9891710957576326,0.010828904242367376
false,false,0.9805806518175513,0.019419348182448726
false,false,0.9902727277483825,0.009727272251617514
false,false,0.9907230154090871,0.009276984590912862
true,true,0.9863368685130415,0.9863368685130415
false,false,0.9553607952699229,0.0446392047300771
false,false,0.9834227499548498,0.016577250045150205
false,false,0.9983611321113206,0.0016388678886793961
false,false,0.9890765445919175,0.010923455408082483
false,false,0.9874115188162662,0.01258848118373379
false,false,0.9982003456327114,0.0017996543672885723
true,true,0.9990800164623888,0.9990800164623888
true,true,0.9991306326071936,0.9991306326071936
false,false,0.9941232620938477,0.005876737906152285
false,false,0.988991813981597,0.011008186018403032
false,false,0.9832627925162025,0.016737207483797478
false,false,0.9933459901526166,0.006654009847383402
false,false,0.9767580751989804,0.02324192480101961
false,false,0.933552071096812,0.06644792890318796
false,false,0.955610011721341,0.04438998827865903
false,false,0.9989717891128628,0.0010282108871372264
false,false,0.6772605981541496,0.32273940184585037
false,false,0.9952076833268613,0.00479231667313873
true,true,0.9996117666314257,0.9996117666314257
false,false,0.9915298036168476,0.008470196383152384
false,false,0.9887987866239217,0.011201213376078267
false,false,0.9901971836824515,0.009802816317548535
false,false,0.964287834672016,0.03571216532798405
false,false,0.987004585553215,0.01299541444678498
false,false,0.9862841259982537,0.013715874001746342
false,false,0.9879926494523662,0.0120073505476338
false,false,0.9793540692607815,0.0206459307392185
true,true,0.9985758207119602,0.9985758207119602
true,false,0.9252974871333467,0.0747025128666533
true,true,0.9988664309949126,0.9988664309949126
false,false,0.9961003793274222,0.003899620672577764
false,false,0.9926755055081172,0.0073244944918827715
false,false,0.9906599756149461,0.00934002438505388
false,false,0.9913892323324892,0.008610767667510788
false,false,0.9977829869770526,0.0022170130229474116
false,false,0.9529696116416281,0.04703038835837192
false,false,0.9980732653366724,0.0019267346633276006
false,false,0.9885583150680943,0.011441684931905671
true,true,0.9973165601911425,0.9973165601911425
false,false,0.9977216691335004,0.002278330866499645
false,false,0.9847963365184138,0.015203663481586194
true,true,0.9993067577014334,0.9993067577014334
false,false,0.9373829732449938,0.06261702675500624
false,false,0.9912038786521673,0.008796121347832697
true,true,0.98504291340685,0.98504291340685
false,false,0.984108887566086,0.015891112433913945
true,true,0.9990264562254171,0.9990264562254171
false,false,0.9890448464612436,0.010955153538756424
true,false,0.9900154305928732,0.009984569407126775
false,false,0.9812389160218715,0.01876108397812848
false,false,0.9957436511255111,0.004256348874488891
false,false,0.9965637141252957,0.003436285874704348
false,false,0.9978087593636038,0.0021912406363961967
false,false,0.9732915354985551,0.02670846450144493
false,false,0.9895614668499546,0.010438533150045393
true,true,0.9986619919207771,0.9986619919207771
false,false,0.9906237625491513,0.009376237450848701
false,false,0.9981469406043855,0.0018530593956145314
false,false,0.9960622612315974,0.003937738768402643
false,false,0.9934357507792253,0.006564249220774698
false,false,0.9899184352014236,0.010081564798576359
false,false,0.9977083110348623,0.0022916889651376504
false,false,0.998553425594692,0.0014465744053080432
false,false,0.9377260157816127,0.06227398421838726
false,false,0.993149519973355,0.006850480026645012
false,false,0.9939260655591136,0.0060739344408864415
false,false,0.9517288138635259,0.048271186136474076
false,false,0.9849708024707645,0.015029197529235483
true,true,0.9995883485703213,0.9995883485703213
false,false,0.9522199336364294,0.04778006636357057
false,false,0.9807473102160812,0.019252689783918808
false,false,0.9897216379130779,0.010278362086922121
false,false,0.9888634980520277,0.011136501947972333
false,false,0.9321451189776192,0.0678548810223808
false,false,0.9970821449230539,0.0029178550769460854
false,false,0.9890024407478005,0.010997559252199474
true,false,0.9839245793995277,0.01607542060047229
false,false,0.9967775156759975,0.003222484324002517
false,false,0.99709914228914,0.0029008577108600164
false,false,0.981753223856761,0.018246776143238996
false,false,0.9971716639779333,0.0028283360220666687
false,false,0.9402434135995513,0.059756586400448675
false,false,0.9855521474663975,0.014447852533602479
false,true,0.4135511611224923,0.4135511611224923
false,false,0.991554373058874,0.00844562694112605
false,false,0.9939260655591136,0.0060739344408864415
true,true,0.9740426428022031,0.9740426428022031
false,false,0.9549424681658311,0.04505753183416894
false,false,0.988917141772671,0.011082858227329018
false,false,0.9983091968211715,0.001690803178828526
false,false,0.9649873730532593,0.03501262694674068
false,false,0.9148248917604958,0.08517510823950425
false,false,0.6091754673431613,0.3908245326568387
false,false,0.9989140556310572,0.001085944368942826
false,false,0.9730621098575113,0.026937890142488707
true,true,0.9994525903783463,0.9994525903783463
false,false,0.9862576795040977,0.013742320495902294
false,false,0.9963357796692156,0.0036642203307843957
false,false,0.9817182029641212,0.018281797035878844
false,false,0.9990508407687505,9.491592312494967E-4
false,false,0.988841968751916,0.01115803124808401
false,false,0.9901210587780522,0.009878941221947768
false,false,0.9986541395987028,0.0013458604012972497
true,true,0.9833589481294156,0.9833589481294156
false,false,0.9981791705031464,0.001820829496853582
false,false,0.9988597770875584,0.0011402229124416463
false,false,0.9989637331117532,0.0010362668882467618
true,true,0.9986356380813571,0.9986356380813571
false,false,0.989510908740062,0.010489091259938021
false,false,0.998941252510675,0.001058747489324996
false,false,0.9940889311437562,0.005911068856243817
false,false,0.9914391078580647,0.008560892141935339
false,false,0.9868660772502582,0.013133922749741789
true,true,0.9996147867236412,0.9996147867236412
true,true,0.9988752425768443,0.9988752425768443
false,false,0.9902821301330781,0.009717869866921913
false,false,0.9882107855574501,0.011789214442549878
true,true,0.9657383798467225,0.9657383798467225
false,false,0.9905509186809445,0.00944908131905553
false,false,0.9904128224282446,0.009587177571755423
false,false,0.9884138270410553,0.011586172958944707
false,false,0.9906780301593768,0.009321969840623168
false,false,0.9989737933185291,0.0010262066814709092
false,false,0.9988327690418818,0.001167230958118215
true,true,0.9996132796245574,0.9996132796245574
false,false,0.9893371922141808,0.010662807785819184
true,true,0.999456848040005,0.999456848040005
true,true,0.9984988177432631,0.9984988177432631
false,false,0.9887554392793361,0.011244560720663932
false,false,0.9972099623456695,0.0027900376543305017
false,false,0.9989182847472746,0.0010817152527253793
true,true,0.9996266340651456,0.9996266340651456
true,true,0.9984870616381116,0.9984870616381116
false,false,0.9983091968211715,0.001690803178828526
false,false,0.9777350833565724,0.022264916643427557
false,false,0.9425596161127333,0.05744038388726669
false,false,0.9938070098421449,0.006192990157855127
true,false,0.9956769131505411,0.004323086849458924
false,false,0.9895916858989274,0.010408314101072569
true,true,0.9996056552564128,0.9996056552564128
true,true,0.9986006016411857,0.9986006016411857
true,true,0.9143672163257436,0.9143672163257436
false,false,0.9974241187734705,0.0025758812265295195
false,false,0.9865198970247337,0.01348010297526625
false,false,0.9522199336364294,0.04778006636357057
false,true,0.4079818867014376,0.4079818867014376
false,false,0.9783019028763681,0.02169809712363191
false,false,0.9860979413749406,0.013902058625059444
false,false,0.987265019515015,0.012734980484985003
false,false,0.9982247394678943,0.001775260532105749
false,false,0.9768465889071617,0.023153411092838305
false,false,0.992919881797696,0.007080118202304031
false,false,0.9425067211996142,0.057493278800385794
false,false,0.9869292152258128,0.013070784774187216
false,false,0.9795701580283214,0.02042984197167863
false,false,0.9936487641676056,0.006351235832394386
false,false,0.9902444665142845,0.00975553348571545
false,false,0.9656736964941255,0.03432630350587451
false,false,0.9989012689270752,0.0010987310729247968
true,true,0.9989936219772646,0.9989936219772646
false,false,0.9985618646789076,0.001438135321092382
false,false,0.9912038786521675,0.008796121347832475
false,false,0.9989494830935443,0.0010505169064557451
false,false,0.9913808917854933,0.008619108214506732
true,true,0.59466896391219,0.59466896391219
false,false,0.9984512389057122,0.0015487610942878094
true,true,0.9989757936215703,0.9989757936215703
true,true,0.9986672013675144,0.9986672013675144
false,false,0.988917141772671,0.011082858227329018
false,false,0.9802997402719862,0.019700259728013814
false,false,0.9984330112074502,0.001566988792549795
true,false,0.9989955836687395,0.0010044163312604715
false,false,0.9862973304187885,0.013702669581211468
false,false,0.9878528299001947,0.01214717009980526
false,false,0.9934484751525091,0.006551524847490886
true,true,0.9995225074410877,0.9995225074410877
false,false,0.9977127723941301,0.002287227605869857
false,false,0.9444848859112395,0.05551511408876053
false,false,0.9775643752923253,0.022435624707674684
false,false,0.9919067101026271,0.008093289897372902
false,false,0.9919067101026269,0.008093289897373124
true,false,0.9964619139429114,0.0035380860570886075
false,false,0.989449919117817,0.01055008088218301
false,false,0.9901401446964613,0.009859855303538723
false,false,0.998844099192848,0.0011559008071519994
false,true,0.43372660518513906,0.43372660518513906
false,false,0.9299510391228232,0.07004896087717682
false,false,0.9874599812163353,0.01254001878366473
false,false,0.9984421516740435,0.0015578483259565123
false,false,0.9884807365412084,0.011519263458791618
false,false,0.9960622612315974,0.003937738768402643
false,false,0.9918674176182294,0.008132582381770614
false,false,0.9975321895661126,0.0024678104338874407
false,false,0.9246196572979432,0.07538034270205685
false,false,0.988874247294689,0.01112575270531102
false,false,0.9829710371163521,0.017028962883647858
false,false,0.9907677855954636,0.009232214404536365
false,false,0.9827075072497382,0.01729249275026179
false,false,0.9881766051636294,0.011823394836370626
false,false,0.9879926494523662,0.0120073505476338
false,false,0.9891815513471369,0.010818448652863077
false,false,0.9849418623317744,0.015058137668225613
true,true,0.9995761152580063,0.9995761152580063
false,false,0.9969186362251398,0.003081363774860235
false,false,0.9872527355449896,0.012747264455010399
false,false,0.981683116110218,0.018316883889782032
false,false,0.9828232909876816,0.01717670901231838
false,false,0.9887228199761925,0.01127718002380751
false,true,0.7199254398424216,0.7199254398424216
false,false,0.9967837832254528,0.003216216774547198
false,false,0.994455854078038,0.0055441459219619516
false,false,0.987604265897607,0.01239573410239303
false,false,0.9906509353578304,0.009349064642169558
false,false,0.9988259177753533,0.0011740822246466553
false,false,0.9919536126065218,0.008046387393478183
false,false,0.9877469110483048,0.01225308895169519
false,false,0.9820137900379086,0.017986209962091437
false,false,0.9044397362693098,0.09556026373069015
false,false,0.9912378710012226,0.008762128998777374
false,false,0.9905874104123902,0.009412589587609821
false,false,0.9898303422461274,0.010169657753872574
false,false,0.9888203983014915,0.011179601698508512
false,false,0.98922327394992,0.010776726050079954
false,false,0.9986980354174063,0.0013019645825936843
true,true,0.9994600195519033,0.9994600195519033
false,false,0.9882675360436519,0.011732463956348083
false,false,0.994347123731249,0.005652876268750995
true,true,0.9413314016155963,0.9413314016155963
false,false,0.9978594107418892,0.002140589258110781
false,false,0.9895513745548833,0.01044862544511671
false,false,0.9880734754278406,0.01192652457215937
true,true,0.9990995533161093,0.9990995533161093
true,true,0.9995111895663714,0.9995111895663714
false,false,0.9897216379130779,0.010278362086922121
true,true,0.9996056552564128,0.9996056552564128
false,false,0.9877940982357951,0.012205901764204885
true,true,0.8961150857751642,0.8961150857751642
false,false,0.9735693647702638,0.02643063522973621
false,false,0.9849996878369564,0.01500031216304365
false,false,0.9874236517231209,0.012576348276879146
false,false,0.9906418864332609,0.009358113566739101
false,false,0.9972584441623807,0.0027415558376192584
false,false,0.9868026383672028,0.013197361632797167
false,false,0.9882107855574501,0.011789214442549878
false,true,0.44579341004391787,0.44579341004391787
false,false,0.9888957150130939,0.011104284986906077
true,false,0.9983959107471774,0.001604089252822627
false,false,0.9985618646789076,0.001438135321092382
true,true,0.9972316144830861,0.9972316144830861
false,false,0.9919691867837398,0.008030813216260202
false,false,0.9891815513471369,0.010818448652863077
false,false,0.987240439879169,0.012759560120831015
false,false,0.9967837832254528,0.003216216774547198
false,false,0.9884250052374026,0.01157499476259738
false,false,0.9939730484115985,0.006026951588401497
false,false,0.9987886935494876,0.0012113064505123727
false,false,0.9988167202304992,0.0011832797695008335
false,false,0.980337423970991,0.019662576029009005
false,false,0.9899864293768268,0.010013570623173207
false,false,0.9965435903319347,0.0034564096680652634
false,false,0.9972099623456695,0.0027900376543305017
false,false,0.9543505310268129,0.04564946897318711
true,true,0.9996185288352375,0.9996185288352375
false,false,0.9855103719211904,0.014489628078809602
false,false,0.9881766051636294,0.011823394836370626
false,false,0.991049288563118,0.008950711436881975
true,true,0.999065542367813,0.999065542367813
false,false,0.982607654045169,0.017392345954830968
false,false,0.9990130678795064,9.86932120493611E-4
false,false,0.9833589481294156,0.0166410518705844
false,false,0.9856905439580951,0.014309456041904922
false,false,0.9885914047120745,0.011408595287925483
false,false,0.9868660772502582,0.013133922749741789
false,false,0.9988948192877377,0.001105180712262288
false,false,0.9647224530933883,0.03527754690661167
false,false,0.9881766051636294,0.011823394836370626
false,false,0.9925969859111273,0.0074030140888726725
false,false,0.9920543117895072,0.007945688210492796
true,true,0.9992145260642745,0.9992145260642745
false,false,0.9965435903319347,0.0034564096680652634
false,false,0.9968641641227171,0.0031358358772829442
false,false,0.9878762443333002,0.012123755666699765
false,false,0.9986114767243102,0.0013885232756898347
false,false,0.996590364335735,0.0034096356642649983
false,false,0.9884584759156384,0.011541524084361598
false,false,0.9860979413749406,0.013902058625059444
false,false,0.9873140386536432,0.0126859613463568
false,false,0.9989287856992491,0.0010712143007508557
false,false,0.9879345855597539,0.012065414440246114
false,false,0.9961829502757347,0.003817049724265331
false,false,0.9902444665142845,0.00975553348571545
false,false,0.9804500517335472,0.019549948266452843
false,true,0.7222332482587451,0.7222332482587451
false,false,0.9751308918296095,0.024869108170390453
false,false,0.9585377272885905,0.041462272711409454
false,false,0.9897810729621548,0.010218927037845216
false,false,0.9887771336422382,0.011222866357761818
true,true,0.9996229714333051,0.9996229714333051
false,false,0.989510908740062,0.010489091259938021
false,false,0.9989245975937657,0.0010754024062342715
false,false,0.9939847375745066,0.0060152624254934395
false,false,0.9829055269777527,0.017094473022247314
false,false,0.8586593348641192,0.14134066513588084
false,false,0.9909096166863415,0.009090383313658523
false,false,0.9837068944861616,0.016293105513838446
false,false,0.9910058710892181,0.008994128910781884
false,false,0.9897116988662839,0.010288301133716149
false,false,0.9987256737086128,0.00127432629138724
false,false,0.9904313501125579,0.009568649887442104
false,false,0.9903570259458383,0.009642974054161702
false,false,0.9876281534529129,0.012371846547087118
true,true,0.9986878373816886,0.9986878373816886
false,false,0.9549424681658311,0.04505753183416894
false,true,0.45562245253048467,0.45562245253048467
false,false,0.971859247315289,0.028140752684710946
false,false,0.9987600038640845,0.001239996135915522
false,false,0.9887662916382638,0.011233708361736205
false,false,0.9987056319645459,0.0012943680354541298
false,false,0.9987863282788386,0.0012136717211613801
false,false,0.9913558220632767,0.00864417793672334
false,false,0.9880389017501906,0.011961098249809399
true,false,0.9892336797083573,0.010766320291642706
false,false,0.9931362189808486,0.006863781019151416
true,false,0.9986567621395103,0.0013432378604897321
false,false,0.9841241524038727,0.015875847596127257
false,true,0.5489908725619186,0.5489908725619186
false,false,0.993384607321672,0.006615392678328003
false,false,0.9891396689867225,0.010860331013277547
false,false,0.9790758090833795,0.020924190916620455
false,false,0.997765637580055,0.002234362419945013
false,false,0.9913975648785304,0.008602435121469632
false,false,0.9983256006962901,0.0016743993037099392
false,false,0.9841850676175599,0.01581493238244014
false,false,0.9265034761778069,0.07349652382219307
false,false,0.9583432338506388,0.0416567661493612
false,false,0.9706042957326373,0.02939570426736271
true,true,0.8473372037135223,0.8473372037135223
false,false,0.9990377874404024,9.622125595976083E-4
false,false,0.9985449370614672,0.001455062938532814
false,false,0.9913222832950107,0.008677716704989291
false,false,0.9987005725342086,0.0012994274657913696
false,false,0.9868407378838978,0.013159262116102188
false,false,0.9906509353578304,0.009349064642169558
false,false,0.9988818063345165,0.0011181936654834912
false,false,0.9917324026526726,0.008267597347327404
false,false,0.9947391477427643,0.005260852257235715
false,false,0.9964961769297558,0.0035038230702442164
false,false,0.9751782124242404,0.02482178757575959
false,false,0.9910406217161012,0.008959378283898811
false,false,0.9933588873579224,0.006641112642077562
false,false,0.9951514669095515,0.004848533090448526
false,false,0.9430336178557911,0.056966382144208905
true,true,0.9995326519119221,0.9995326519119221
false,false,0.9889598727206322,0.011040127279367762
false,false,0.9812568852179333,0.018743114782066694
true,true,0.9984421516740435,0.9984421516740435
false,false,0.9875803328002174,0.012419667199782602
false,false,0.9913474494369268,0.008652550563073236
false,false,0.9974090206355705,0.0025909793644295354
true,true,0.9988051220317165,0.9988051220317165
false,false,0.9261034848465962,0.07389651515340379
false,false,0.9859363729567545,0.014063627043245486
false,false,0.98922327394992,0.010776726050079954
false,false,0.9966884809397303,0.0033115190602697187
false,false,0.9983643246707609,0.001635675329239139
false,false,0.9840016286382054,0.015998371361794606
false,false,0.9989596814971868,0.0010403185028131645
false,false,0.9917163731139697,0.008283626886030349
false,false,0.98332695675173,0.016673043248270014
false,false,0.9896017396665442,0.010398260333455811
false,false,0.9986929463325204,0.0013070536674796296
false,false,0.9936487641676056,0.006351235832394386
true,true,0.9461008455487896,0.9461008455487896
false,false,0.9987056319645459,0.0012943680354541298
false,false,0.988346533479711,0.01165346652028898
false,false,0.9864938989111259,0.013506101088874067
true,false,0.9964893508862253,0.003510649113774744
false,false,0.990005772771119,0.009994227228880992
false,false,0.9484418104757253,0.05155818952427471
false,false,0.9904682991665604,0.009531700833439571
false,false,0.9911440772542531,0.00885592274574687
false,false,0.9876757922748735,0.012324207725126546
true,true,0.9994011628649199,0.9994011628649199
false,false,0.9793540692607815,0.0206459307392185
